Tag,PropertyName,DefaultValue,RuntimeModifiable,FileType
8.0.28,password1,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,password2,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,password3,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,authenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,disabledAuthenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,defaultAuthenticationPlugin,"""mysql_native_password""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,ldapServerHostname,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,ociConfigFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,passwordCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,connectionAttributes,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clientInfoProvider,"""com.mysql.cj.jdbc.CommentClientInfoProvider""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,connectionLifecycleInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,createDatabaseIfNotExist,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,interactiveClient,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,propertiesTransform,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,rollbackOnPooledClose,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useConfigs,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useAffectedRows,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,disconnectOnExpiredPasswords,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,detectCustomCollations,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,characterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,characterSetResults,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,customCharsetMapping,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,connectionCollation,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,sessionVariables,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,trackSessionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useUnbufferedInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,connectTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,localSocketAddress,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,socketFactory,"""com.mysql.cj.protocol.StandardSocketFactory""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,socksProxyHost,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,socksProxyPort,1080,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,socketTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tcpNoDelay,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tcpKeepAlive,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tcpRcvBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tcpSndBuf,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tcpTrafficClass,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useCompression,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,maxAllowedPacket,65535,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,dnsSrv,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,paranoid,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,serverRSAPublicKeyFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,trustCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,trustCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,trustCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,fallbackToSystemTrustStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clientCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clientCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clientCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,fallbackToSystemKeyStore,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tlsCiphersuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tlsVersions,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowLoadLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowLoadLocalInfileInPath,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowMultiQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowUrlInLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useSSL,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,requireSSL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,verifyServerCertificate,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,continueBatchOnError,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,dontTrackOpenResources,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,queryTimeoutKillsConnection,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,queryInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,cacheDefaultTimeZone,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowNanAndInf,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoClosePStmtStreams,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,compensateOnDuplicateKeyUpdateCounts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useServerPrepStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,emulateUnsupportedPstmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,generateSimpleParameterMetadata,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,processEscapeCodesForPrepStmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useStreamLengthsInPrepStmts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clobberStreamingResults,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,emptyStringsConvertToZero,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,holdResultsOpenOverStatementClose,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,jdbcCompliantTruncation,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,maxRows,-1,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,netTimeoutForStreamingResults,600,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,padCharsWithSpace,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,populateInsertRowWithDefaultValues,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,strictUpdates,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,tinyInt1isBit,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,transformedBitIsBoolean,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,scrollTolerantForwardOnly,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,noAccessToProcedureBodies,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,nullDatabaseMeansCurrent,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useHostsInPrivileges,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useInformationSchema,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,getProceduresReturnsFunctions,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoDeserialize,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,blobsAreStrings,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,functionsNeverReturnBlobs,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,clobCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,emulateLocators,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,noDatetimeStringSync,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,connectionTimeZone,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,forceConnectionTimeZoneToSession,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,preserveInstants,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,treatUtilDateAsTimestamp,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,sendFractionalSeconds,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,sendFractionalSecondsForTime,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,yearIsDateType,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowSourceDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,allowReplicaDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,readFromSourceWhenNoReplicas,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoReconnect,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoReconnectForPools,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,failOverReadOnly,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,initialTimeout,2,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,ha_loadBalanceStrategy,"""random""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceBlocklistTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalancePingTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceValidateConnectionOnSwapServer,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceConnectionGroup,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceExceptionChecker,"""com.mysql.cj.jdbc.ha.StandardLoadBalanceExceptionChecker""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceSQLStateFailover,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceSQLExceptionSubclassFailover,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceAutoCommitStatementRegex,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceAutoCommitStatementThreshold,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,maxReconnects,3,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,retriesAllDown,120,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,pinGlobalTxToPhysicalConnection,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,queriesBeforeRetrySource,50,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,reconnectAtTxEnd,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,replicationConnectionGroup,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,resourceId,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,secondsBeforeRetrySource,30,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,selfDestructOnPingSecondsLifetime,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,selfDestructOnPingMaxOperations,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,ha_enableJMX,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,loadBalanceHostRemovalGracePeriod,15000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,serverAffinityOrder,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,alwaysSendSetIsolation,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,cacheCallableStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,cachePrepStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,cacheResultSetMetadata,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,serverConfigCacheFactory,PerVmServerConfigCacheFactory.class.getName(),RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,cacheServerConfiguration,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,callableStmtCacheSize,100,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,defaultFetchSize,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,elideSetAutoCommits,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,enableQueryTimeouts,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,maintainTimeStats,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,metadataCacheSize,50,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,prepStmtCacheSize,25,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,prepStmtCacheSqlLimit,256,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,parseInfoCacheFactory,PerConnectionLRUFactory.class.getName(),RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,rewriteBatchedStatements,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useCursorFetch,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useLocalSessionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useLocalTransactionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useReadAheadInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,dontCheckOnDuplicateKeyUpdateInSQL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,readOnlyPropagatesToServer,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,enableEscapeProcessing,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,logger,STANDARD_LOGGER_NAME,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,profilerEventHandler,"""com.mysql.cj.log.LoggingProfilerEventHandler""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useNanosForElapsedTime,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,maxQuerySizeToLog,2048,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,profileSQL,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,logSlowQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,slowQueryThresholdMillis,2000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoSlowLog,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,explainSlowQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,gatherPerfMetrics,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,reportMetricsIntervalMillis,30000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,logXaCommands,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,traceProtocol,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,enablePacketDebug,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,packetDebugBufferSize,20,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useUsageAdvisor,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,resultSetSizeThreshold,100,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,autoGenerateTestcaseScript,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,dumpQueriesOnException,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,exceptionInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,includeInnodbStatusInDeadlockExceptions,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,includeThreadDumpInDeadlockExceptions,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,includeThreadNamesAsStatementComment,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,ignoreNonTxTables,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useOnlyServerErrorMessages,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,overrideSupportsIntegrityEnhancementFacility,false,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,ultraDevHack,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,pedantic,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useColumnNamesInFindColumn,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,useOldAliasMetadataBehavior,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiTlsCiphersuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiTlsVersions,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslKeyStoreType,"""JKS""",RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiFallbackToSystemKeyStore,DEFAULT_VALUE_TRUE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslTrustStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslTrustStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiSslTrustStoreType,"""JKS""",RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiFallbackToSystemTrustStore,DEFAULT_VALUE_TRUE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiConnectTimeout,10000,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiConnectionAttributes,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiDnsSrv,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.28,xdevapiCompressionAlgorithms,"""zstd_stream",lz4_message,PropertyDefinitions
8.0.28,xdevapiCompressionExtensions,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,USER,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,PASSWORD,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,password1,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,password2,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,password3,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,authenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,disabledAuthenticationPlugins,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,defaultAuthenticationPlugin,"""mysql_native_password""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ldapServerHostname,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ociConfigFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,ociConfigProfile,"""DEFAULT""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,authenticationWebAuthnCallbackHandler,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,passwordCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,connectionAttributes,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,clientInfoProvider,"""com.mysql.cj.jdbc.CommentClientInfoProvider""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,connectionLifecycleInterceptors,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,createDatabaseIfNotExist,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,interactiveClient,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.4.0,propertiesTransform,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,rollbackOnPooledClose,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useConfigs,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useAffectedRows,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,disconnectOnExpiredPasswords,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,detectCustomCollations,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,characterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,characterSetResults,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,customCharsetMapping,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,connectionCollation,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,sessionVariables,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,trackSessionState,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,useUnbufferedInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,connectTimeout,0,RUNTIME_MODIFIABLE,PropertyDefinitions
8.4.0,localSocketAddress,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
